published_at,cleaned_text,sentiment_score,sentiment,topic
2024-12-21T21:48:35Z,new flow battery take housekeeping derelict oil tank u startup quino aim demonstrate new flow battery platform repurpose former oil tank wind solar energy storage post new flow battery take housekeeping derelict oil tank appeared first cleantechnica sign daily news update cleantechnica email follow u google news flow battery field slowly catching beckoning promise low cost long duration ene 7418 char global shipping demand,0.2023,positive,global shipping demand
2024-12-21T11:30:00Z,new ivy georgia tech putting job placement exclusivity luring tech company atlanta simultaneously growing enrollment georgia institute technology creating super sized rival mit caltech stanford fueling silicon valley south since setting shop atlanta 2009 leader atm self checkout technology provider ncr voyix become frequent face georgia institute technology campus new h 11128 char global shipping demand,0.743,positive,global shipping demand
2024-12-06T09:08:00Z,shipbuilding strategic industry report 2024 focus reducing co2 emission drive adoption eco friendly vessel coverage major player global shipbuilding market bae system china merchant industry china shipbuilding industry china state shipbuilding cosco shipping heavy industry coverage major player global shipbuilding mark dublin dec 06 2024 globe newswire shipbuilding global strategic business report added researchandmarkets com offering global market shipbuilding estimated 9007 char global shipping demand,0.4019,positive,global shipping demand
2024-12-03T16:35:21Z,opec painted corner opec energy minister engaged another round recrimination handwringing delayed scheduled meeting december 1 december 5 give time argue yet whatever deal eventually hash among opec energy minister engaged another round recrimination handwringing delayed scheduled meeting december 1 december 5 give time argue yet 5113 char global shipping demand,0.128,positive,global shipping demand
2024-11-29T12:42:07Z,miss sam club black friday deal tech home good score major discount tech home good toy sam club black friday sale article created partnership sam club showcase retailer best offering annual black friday sale shop discounted holiday gift home good tech mo 10131 char global shipping demand,0.9559,positive,global shipping demand
2024-11-25T07:45:32Z,pakistan capital official security lockdown due opposition rally thousand supporter pakistan jailed former prime minister imran khan marched toward islamabad sunday demand release among political prisoner prompting authority lock capital partially suspend mobile internet ser ayaz gul november 24 2024 thousand supporter pakistan jailed former prime minister imran khan marched toward islamabad sunday demand release among political prisoner 4748 char global shipping demand,-0.9062,negative,global shipping demand
2024-12-11T12:23:00Z,refrigerated transport industry forecast reach 31 9 billion 2030 comprehensive regional market analysis overview competitive landscape rising demand perishable good advancement cold chain tech drive growth global refrigerated transport market rising demand perishable good advancement cold chain tech drive growth global refrigerated transport market dublin dec 11 2024 globe newswire refrigerated transport global strategic business report report added researchandmarkets com offering global market refrigerat 8306 char global shipping demand,0.8834,positive,global shipping demand
2024-12-18T13:14:42Z,framework laptop 16 dual 2 adapter expansion bay shell framework unveiled dual 2 adapter first module innovative expansion bay system designed framework laptop 16 release underscore company ongoing commitment modularity user customization sustainability allo framework unveiled dual 2 adapter first module innovative expansion bay system designed framework laptop 16 release underscore company ongoing commitment 6403 char global shipping demand,0.8591,positive,global shipping demand
2024-12-09T20:14:35Z,renewables rise world may nearing climate turning point post yale climate connection climate pollution caused burning fossil fuel hit record 37 4 billion metric ton 2024 marking 0 8 rise previous year dashing hope peak global emission might occur climate pollution caused burning fossil fuel hit record 37 4 billion metric ton 2024 marking 0 8 rise previous year dashing hope peak global emission might oc 9144 char global shipping demand,0.6486,positive,global shipping demand
2024-12-05T12:30:00Z,marine container terminal operation market expected expand cagr 6 9 reaching u 137 95 billion 2034 fact mr report cargo handling warehousing facility primary reason behind rising demand marine container terminal operation cargo handling warehousing facility primary reason behind rising demand marine container terminal operation rockville md dec 05 2024 globe newswire according newly published report fact mr market research competitive intelligence provider global marine amp container terminal 8134 char global shipping demand,0.6597,positive,global shipping demand
2024-12-13T15:40:24Z,wallenius wilhelmsen secures contract worth 375m market show sign cooling wallenius wilhelmsen secured two major multi year contract leading automotive manufacturer featuring biofuel component deal valued approximately 375 million combined demonstrate growing commitment environmental wallenius wilhelmsen secured two major multi year contract leading automotive manufacturer featuring biofuel component deal valued approximately 375 million combined dem 2067 char global shipping demand,0.9451,positive,global shipping demand
2024-12-15T12:00:00Z,borderland mexico cyberattacks rise mexico cross border trade grows week borderland cyberattacks rise mexico cross border trade grows california begin construction second otay mesa border port entry yahoo using ai generate takeaway article mean info may always match article reporting mistake help u improve experience generate key takeaway b 6481 char global shipping demand,0.4019,positive,global shipping demand
2024-12-11T14:23:00Z,performance shipping inc issue 2023 sustainability report athens greece dec 11 2024 globe newswire performance shipping inc nasdaq pshg company global shipping company specializing ownership tanker vessel today announced release 2023 sustainability report athens greece dec 11 2024 globe newswire performance shipping inc nasdaq pshg company global shipping company specializing ownership tanker vessel today annou 4418 char global shipping demand,-0.128,negative,global shipping demand
2024-12-19T14:00:53Z,coal use hit record high 2024 thanks india china medium push fear record hot temperature review science show main focus energy security post coal use hit record high 2024 thanks india china first appeared le gal sur rec tion despite elite deeming dirty fossil fuel global coal use set reach time high 8 77 billion tonne 2024 marking third consecutive year record breaking consumption 5220 char global shipping demand,0.7967,positive,global shipping demand
2024-12-06T20:09:00Z,inflatable packaging business report 2024 coverage major player e sutton advanced protective packaging aeris protective packaging airpack system automated packaging system dublin dec 06 2024 globe newswire inflatable packaging global strategic business report added researchandmarkets com offering global market inflatable packaging estimated u 2 7 billion 2023 projected dublin dec 06 2024 globe newswire inflatable packaging global strategic business report added researchandmarkets com offering global market inflatable packagin 8023 char global shipping demand,0.128,positive,global shipping demand
2024-12-13T14:45:04Z,shipping giant maersk expects strong demand another year disruption global trade 2025 trump tariff china mexico threat u port strike supply chain expects another year disruption also strong demand past year strong one north american import trade demand continue ocean air cargo 2025 according shipping giant maersk supply cha 7122 char global shipping demand,-0.25,negative,global shipping demand
2024-12-16T12:18:41Z,falling shipping rate u europe sector bring cheer shipper drop shipping rate attribute many factor primary reason drop cargo volume far east europe u sector significant drop shipping rate especially u europe sector brought cheer exporter fraternity many believe come inappropriate time 2731 char global shipping demand,0.25,positive,global shipping demand
2024-12-14T13:30:00Z,sauvignon blanc hokkien mee wine culture shake snobbish tag permeates singapore heartland vino aficionado used belong exclusive club recent trend expanded drink appeal mass kickstarted bubbly era global interest wine may growing surge local demand likely driven population increasing affluence said business hospitality expert dr wang peng business anal 4936 char global shipping demand,0.1531,positive,global shipping demand
2024-12-09T11:00:00Z,12 best homemade thing make sell online expert pick starting online business selling homemade product rewarding profitable handmade item unique appeal often attracts dedicated customer base looking one kind creation however choosing right product starting online business selling homemade product rewarding profitable handmade item unique appeal often attracts dedicated customer base looking one 17336 char global shipping demand,0.9851,positive,global shipping demand
2024-12-17T19:36:59Z,fueleu maritime countdown industry brace 2025 green fuel mandate clock ticking shipping company face challenge opportunity eu landmark regulation january 1 2025 european union fueleu maritime regulation officially take effect ushering clock ticking shipping company face challenge opportunity eu landmark regulation january 1 2025 european union fueleu maritime regulation officially tak 3282 char global shipping demand,0.743,positive,global shipping demand
2024-12-17T15:08:00Z,trash bin bag industry analysis market forecast competition insight featuring 38 major player including berry global reynolds consumer product novolex clorox company inteplast group increasing application industrial waste collection rising use healthcare facility driving demand prompting market reach revenue 22 5 billion 2030 cagr 7 1 increasing application industrial waste collection rising dublin dec 17 2024 globe newswire trash bag global strategic business report report added researchandmarkets com offering global market trash bag estimat 6968 char global shipping demand,-0.7579,negative,global shipping demand
2024-12-19T11:54:18Z,shipping industry 188 billion binge cut space make new vessel biggest vessel ordering program since eve global financial crisis putting squeeze shipbuilding industry capacity construct new vessel biggest vessel ordering program since eve global financial crisis putting squeeze shipbuilding industry capacity construct new vessel author article abjh1 l 7468 char global shipping demand,-0.8957,negative,global shipping demand
2024-12-09T16:36:23Z,column shifting season coffee shipment seasonality idea particular crop case coffee available fresh particular portion year long ingrained specialty food dcn file photo seasonality idea particular crop case coffee available fresh particular portion year long ingrained specialty food beverage 10842 char global shipping demand,0.4767,positive,global shipping demand
2024-11-26T18:01:54Z,business case wind propulsion improves decarbonisation rule kick wind propulsion offer viable option decarbonisation shipping work needed adapt charter party agreement use say northstandard fueleu maritime come force wind propulsion offer viable option decarbonisation shipping work needed adapt charter party agreement use say northstandard fueleu maritime come force 4777 char global shipping demand,0.9201,positive,global shipping demand
2024-11-27T15:32:57Z,tinubu promise enhance security gulf guinea president bola tinubu promised administration support initiative promote security within gulf guinea according gulf guinea become main transit hub facilitator africa economic growth also said president bola tinubu promised administration support initiative promote security within gulf guinea according gulf guinea become main transit hu 3872 char global shipping demand,0.9726,positive,global shipping demand
2024-11-26T11:15:02Z,india tyre export see 12 growth h1 fy25 u emerged largest importer tyre india accounting 15 per cent tyre export value term followed brazil germany uae france italy tyre export country registered 11 7 per cent growth first half april september fy 2024 25 reaching 12 131 crore value according automotive tyre manufacture 1623 char global shipping demand,0.8519,positive,global shipping demand
2024-12-11T09:02:00Z,sealing strapping packaging tape industry report 2024 paper material segment forecast reach u 14 6 billion 2030 cagr 6 coverage major player global sealing strapping packaging tape market 3m adhesive research advance tape international ajit industry avery dennison coverage major player global sealing strapping packaging dublin dec 11 2024 globe newswire sealing strapping packaging tape global strategic business report added researchandmarkets com offering global market se 6312 char global shipping demand,-0.1027,negative,global shipping demand
2024-11-25T11:30:00Z,cardboard box container manufacturing market reach 807 billion 2034 driven 5 3 cagr fact mr report packaging used retail food industry spiking demand cardboard box container manufacturing packaging used retail food industry spiking demand cardboard box container manufacturing rockville md nov 25 2024 globe newswire based newly published report fact mr market research competitive intelligence provider global cardboard box amp container man 7678 char global shipping demand,0.34,positive,global shipping demand
2024-12-17T15:00:00Z,shiplify recognized 2024 top software technology solution award atlanta dec 17 2024 globe newswire shiplify leading accessorial revenue identifier carrier shipper third party logistics 3pl provider today announced company recognition recipient 2024 top software technology atlanta dec 17 2024 globe newswire shiplify leading accessorial revenue identifier carrier shipper third party logistics 3pl provider today announced company recogni 3094 char global shipping demand,0.9062,positive,global shipping demand
2024-12-09T11:36:00Z,europe maritime satellite market analysis 10 year forecast 2023 2033 focus end user service solution country wise analysis report profile key player including inmarsat global nsslglobal marlink satcom global gt maritime report profile key player including inmarsat global nsslglobal marlink satcom global gt maritime dublin dec 09 2024 globe newswire europe maritime satellite market focus end user service solution country wise analysis analysis forecast 2023 2033 report ad 6636 char global shipping demand,0.91,positive,global shipping demand
2024-12-04T14:36:00Z,sea freight forwarding global strategic business research report 2024 market forecast 2030 market growth understand significant growth trajectory le container load lcl segment expected reach u 56 6 billion 2030 cagr 3 0 full container load fcl segment also set grow 4 4 cagr th dublin dec 04 2024 globe newswire sea freight forwarding global strategic business report report added researchandmarkets com offering global market sea freigh 5441 char global shipping demand,0.6808,positive,global shipping demand
2024-12-16T05:00:00Z,protectionism age free trade president trump take lot heat republican comfortable advocating use tariff live age free trade almost fifty year prevailing economic theory concerning imported good president trump take lot heat republican comfortable advocating use tariff live age free trade almost fifty year prevailing economic 8678 char global shipping demand,0.9578,positive,global shipping demand
2024-11-27T18:43:40Z,11 travel outdoor brand support woman led wednesday woman led wednesday day encouraged shop brand owned run woman got 11 great one right september 2024 woman held 10 4 percent ceo position within fortune 500 company u 52 woman serving chief executive basically unchanged 2023 10014 char global shipping demand,0.8316,positive,global shipping demand
2024-12-11T16:54:09Z,trump trade war hurt u farmer china turn brazil donald trump first trade war hurt american soybean farmer tune 11 billion sequel set even worse bloomberg donald trump first trade war hurt american soybean farmer tune 11 billion sequel set even worse humble bean poster child trump first tariff 5740 char global shipping demand,-0.9828,negative,global shipping demand
2024-12-22T15:18:27Z,trump demand panama canal reform threatens action exorbitant toll president elect donald trump taken aim panama management panama canal threatening potential action call exorbitant toll unfair treatment u interest fee president elect donald trump taken aim panama management panama canal threatening potential action call exorbitant toll unfair treatment u interest 4258 char global shipping demand,-0.891,negative,global shipping demand
2024-12-17T12:23:00Z,corrugated board packaging strategic business report 2024 single wall board packaging segment forecast reach u 2 3 billion 2030 cagr 3 9 forecast 2030 rising demand sustainable recyclable packaging solution drive growth corrugated board packaging market rising demand sustainable recyclable packaging solution drive growth corrugated board packaging market dublin dec 17 2024 globe newswire corrugated board packaging global strategic business report added researchandmarkets com offering global market corrugated bo 7406 char global shipping demand,0.7506,positive,global shipping demand
2024-12-18T13:00:00Z,500 level poised breakthrough growth professional sport apparel kornit digital demand solution rosh ha ayin israel dec 18 2024 globe newswire kornit digital ltd nasdaq krnt kornit company global pioneer sustainable demand digital fashion textile production technology today announced 500 level prem ul li leading charge dynamic e commerce market 500 level delivering premium quality mlb ml nba nfl nhl ufc wwe apparel unmatched speed precision li li powered 3656 char global shipping demand,0.7964,positive,global shipping demand
2024-12-11T15:00:00Z,corrugated fanfold market size surpass usd 9 59 billion 2034 global corrugated fanfold market size determined usd 6 83 billion 2025 foreseen amount usd 9 59 billion 2034 experiencing growth cagr 3 85 2024 2033 global corrugated fanfold market size determined ottawa dec 11 2024 globe newswire global corrugated fanfold market size projected usd 6 57 billion 2024 expected rise usd 9 23 billion 2033 study published 12294 char global shipping demand,0.7096,positive,global shipping demand
2024-12-04T15:00:00Z,mailer packaging market size surpass usd 106 75 billion 2033 global mailer packaging market size determined usd 35 04 billion 2025 foreseen amount usd 106 75 billion 2033 experiencing growth cagr 14 81 2024 2033 global mailer packaging market size determined ottawa dec 04 2024 globe newswire global mailer packaging market size projected usd 30 80 billion 2024 expected rise usd 92 14 billion 2032 study published 12166 char global shipping demand,0.7096,positive,global shipping demand
2024-12-09T13:00:00Z,california law refinery closure reflect ongoing challenge state fuel market october 14 california governor gavin newsom signed bill abx2 1 law empowering california regulator set adjust minimum petroleum product inventory level refiner state part address state fuel price volatility shortly december 9 2024 october 14 california governor gavin newsom signed bill abx2 1 law empowering california regulator set adjust minimum petroleum product inventory level refine 7663 char global shipping demand,-0.0516,negative,global shipping demand
2024-11-24T09:55:40Z,islamabad locked ahead protest seeking ex pm imran khan release highway leading islamabad supporter khan led member pakistan tehreek e insaf pti party expected approach city gather near parliament blocked pakistan capital put security lockdown sunday ahead protest supporter jailed former prime minister imran khan calling release highway leading islamabad throu 2550 char global shipping demand,-0.128,negative,global shipping demand
2024-12-08T23:30:09Z,ntpc talk maersk sell green methanol fuelling ship response stricter marine fuel standard ntpc green energy exploring partnership maersk supply green methanol subsidiary plan establish hub andhra pradesh produce multiple green fuel aim substantial export mee new delhi ntpc green energy ltd subsidiary india largest power generation utility talk global shipping major p møller mærsk sell green methanol ship said two p 3623 char global shipping demand,0.5423,positive,global shipping demand
2024-12-05T13:07:00Z,diana shipping inc announces time charter contract v maia paralos shipping athens greece dec 05 2024 globe newswire diana shipping inc nyse dsx company global shipping company specializing ownership bareboat charter dry bulk vessel today announced separate wholly owned sub athens greece dec 05 2024 globe newswire diana shipping inc nyse dsx company global shipping company specializing ownership bareboat charter dry bulk vessel 4883 char global shipping demand,-0.128,negative,global shipping demand
2024-12-03T18:24:40Z,holiday shipping cost rise fedex ups extend surcharge window holiday shopping season begin earlier last longer shipping cost rising sharply creating additional challenge retailer consumer alike fedex ups extend surcharge window year retailer business struggl holiday shopping season begin earlier last longer shipping cost rising sharply creating additional challenge retailer consumer alike fedex ups extend surch 4538 char global shipping demand,0.9287,positive,global shipping demand
2024-12-05T20:10:00Z,grain elevator outlook strong dollar policy uncertainty could slow demand u corn soybean reduced demand due export market headwind change u biofuel policy would lift profit outlook grain storage reduced demand due export market headwind change u biofuel policy would lift profit outlook grain storage denver dec 05 2024 globe newswire u farmer harvested second largest corn soybean crop record fall improving carry future market lifting margin outlook 3502 char global shipping demand,0.7579,positive,global shipping demand
2024-12-16T06:15:24Z,trump tariff could intensify u trucking industry slump expert say president elect donald trump threatened tariff top trade partner china mexico canada would deal blow 1 7 trillion u transportation industry worsen nearly three year trucking recession sector expert said industry move president elect donald trump threatened tariff top trade partner china mexico canada would deal blow 1 7 trillion u transportation industry worsen nearly three year tru 5315 char global shipping demand,-0.9231,negative,global shipping demand
2024-12-16T15:14:00Z,retail oil gas logistics market revenue witness 1 2 billion increase 2028 assessment global country level growth trend railroad tanker truck transportation assessment global country level growth trend railroad tanker truck transportation dublin dec 16 2024 globe newswire retail oil amp gas logistics market 2024 2028 report added researchandmarkets com offering retail oil gas logistics market 3001 char global shipping demand,0.7184,positive,global shipping demand
2024-12-13T15:13:17Z,safe bulkers stock hit 52 week low 3 7 amid market shift safe bulkers stock hit 52 week low 3 7 amid market shift challenging market environment safe bulkers inc nyse sb stock touched 52 week low reaching price level 3 7 according investingpro analysis company trade attract 1958 char global shipping demand,0.7783,positive,global shipping demand
2024-12-12T10:00:00Z,fda inspected drug factory 7 recall flaw 1 potentially deadly patricia callahan debbie cenziper megan rose propublica nonprofit newsroom investigates abuse power sign dispatch newsletter spotlight wrongdoing around country receive story inbox every propublica nonprofit newsroom investigates abuse power sign dispatch newsletter spotlight wrongdoing around country receive story inbox every 19850 char global shipping demand,-0.872,negative,global shipping demand
2024-12-11T14:28:04Z,performance shipping inc issue 2023 sustainability report performance shipping inc issue 2023 sustainability report athens greece dec 11 2024 globe newswire performance shipping inc nasdaq pshg company global shipping company specializing ownership tanker vessel today annou 4747 char global shipping demand,-0.128,negative,global shipping demand
2024-12-13T13:01:00Z,electronics consumer good plastic industry report household appliance application segment expected reach u 26 3 billion 2030 cagr 6 7 coverage major player global electronics consumer good plastic market basf celanese corporation chevron phillips chemical covestro dupont coverage major player global electronics consumer good plastic dublin dec 13 2024 globe newswire electronics consumer good plastic global strategic business report added researchandmarkets com offering global market 7106 char global shipping demand,0.8807,positive,global shipping demand
2024-12-16T14:42:56Z,torm stock plunge 52 week low 18 71 torm stock plunge 52 week low 18 71 challenging year torm shipping company stock tumbled 52 week low reaching price level 18 71 downturn reflects significant 1 year change stock val 1915 char global shipping demand,-0.3818,negative,global shipping demand
2024-12-19T15:00:00Z,electrostatic discharge packaging market size surpass usd 3 74 billion 2034 global electrostatic discharge packaging market size determined usd 2 26 billion 2024 foreseen amount usd 3 74 billion 2034 experiencing growth cagr 5 15 2024 2034 global electrostatic discharge packaging ottawa dec 19 2024 globe newswire global electrostatic discharge packaging market size grow usd 2 38 billion 2025 expected attain usd 3 55 billion 2033 study pu 14186 char global shipping demand,0.34,positive,global shipping demand
2024-12-18T19:57:52Z,hshp stock hit 52 week low 4 75 amid market challenge hshp stock hit 52 week low 4 75 amid market challenge turbulent market environment himalaya shipping ltd hshp stock reached 52 week low touching 4 75 technical indicator suggesting oversold condition company maintai 861 char global shipping demand,-0.5859,negative,global shipping demand
2024-12-11T12:55:58Z,ship adding thousand mile journey avoid threat houthi attack yemen houthi threat red sea gulf aden mean shipping company diverting ship around africa increasing cost significantly houthi attack red sea included oil tanker like greek flagged sounion houthi military medium reuters ul li container ship avoiding threat houthi attack red sea 2104 char container shipping,-0.9666,negative,container shipping
2024-12-06T00:30:45Z,mvrdv design shipping container based solar powered sport club refugee mvrdv design shipping container based solar powered sport club refugeesmvrdv known incredible high profile project creation recently dipped toe shipper container based architecture called klabu build mvrdv known incredible high profile project creation recently dipped toe shipper container based architecture called klabu build solar powered 2185 char container shipping,0.4939,positive,container shipping
2024-12-18T00:15:06Z,fact check drone tracking missing radioactive material new jersey link drone sighting radioactive material stemmed u nuclear regulatory commission alert lost medical equipment month theory missing radioactive material new jersey could linked string mysterious drone sighting state disproven according department energy rel 2698 char container shipping,-0.34,negative,container shipping
2024-11-24T10:42:15Z,burning old tv survive toxic trade electrical waste people around world extracting valuable material e waste despite huge health risk e waste trafficked reusable good several poorer country either burnt dumped valuable metal extracted see thick plume smoke rise agbogblosh 7513 char container shipping,-0.5644,negative,container shipping
2024-12-15T12:40:55Z,trump tariff could impact tiny home container housing trump tariff could impact tiny home container housingthe tiny home container housing movement captured imagination people seeking affordable sustainable living solution alternative traditional housing surged tiny home container housing movement captured imagination people seeking affordable sustainable living solution alternative traditional housing surged popula 7551 char container shipping,0.5574,positive,container shipping
2024-12-06T18:47:25Z,mvrdv design solar powered sport club shipping container refugee global architecture firm mvrdv unveiled modular multi functional clubhouse amsterdam based social enterprise klabu club swahili engages refugee rebuilding hope joy power sport design start humble global architecture firm mvrdv unveiled modular multi functional clubhouse amsterdam based social enterprise klabu club swahili engages refugee rebuilding hope joy th 1573 char container shipping,0.9468,positive,container shipping
2024-12-04T12:08:19Z,shipping container based sport club dispatched refugee worldwide typically associate mvrdv high profile project like valley depot boijmans van beuningen klabu see firm experimenting shipping container based architecture producing easily transportable solar powered sport club typically associate mvrdv high profile project like valley depot boijmans van beuningen klabu see firm experimenting shipping container based architecture prod 1836 char container shipping,0.7506,positive,container shipping
2024-12-03T10:00:00Z,ti season porch pirate tip help protect item retailer warning american vigilant package let porch pirate steal holiday spirit holiday season brings joy giving also brings thief looking steal gift 120 million package stolen across u 2023 according analysis sa 3823 char container shipping,0.7003,positive,container shipping
2024-12-14T03:45:51Z,32oz hydro flask insulated stainless steel travel tumbler w handle white 17 40 amazon amazon com 32 oz hydro flask travel tumbler stainless steel insulated cup w lid straw white 17 39 shipping free w prime 35 mean like hydro flask hugely popular year stanley insulated container around decade hydro flask brand stanley believe 824 char container shipping,0.8832,positive,container shipping
2024-12-11T16:00:00Z,ox delivers flatpack ev truck creates prosperity africa create wealth one answer enabling trade british company ox delivers observed global south hamstrung regard entrepreneurial individual hampered unreliable transportation network without efficient way create wealth one answer enabling trade british company ox delivers observed global south hamstrung regard entrepreneurial individual hampered unreliab 1506 char container shipping,0.8544,positive,container shipping
2024-12-14T12:00:00Z,trouble ultra rich environmentalism zero carbon mansion super yacht le sign sustainable future highly exclusive one california real estate developer marisol malibu made wave sold supposedly green 23 million mansion nine bathroom 20 ft ceiling golf green heated saltwater pool 4592 char container shipping,0.7645,positive,container shipping
2024-11-30T00:38:38Z,bushra bibi led protest free imran khan happened next mystery imran khan third wife guided protester heart capital disappeared imran khan wife bushra bibi encouraged protester heart pakistan capital islamabad charred lorry empty tear gas shell poster former pakistan prime minister imran khan 7730 char container shipping,0.2732,positive,container shipping
2024-11-25T22:51:03Z,gsc sabotaged save stalker 2 player get hilariously blocked npc get doorway even day waiting stalker 2 bug pretty serious others silly amusing see one latter need know ul li gsc game world highly anticipated open world survival shooter stalker 2 finally come xbox window pc got fair share issue li li 5838 char container shipping,0.8807,positive,container shipping
2024-11-25T16:00:09Z,start removing carbon polluted new york city river project remove carbon dioxide atmosphere making ocean le acidic popping world new scientist visited one new york city east river new york city east river polluted contains higher average level carbon dioxide ed rooney alamy 14 november toured shipping container bristling tube wire perche 406 char container shipping,-0.7184,negative,container shipping
2024-11-26T18:40:31Z,amazon practical kitten wine cork container 17 65 save practical kitten wine cork container amazon coupon required click score 17 65 free shipping br br strong way save amazon strong ul li already amazon prime rel nofollow href htt save kitchen gadget appliance amp cookware browse deal favorite brand including cuisinart kitchenaid blackstone container shipping,0.9783,positive,container shipping
2024-12-13T14:22:59Z,amazon 24 piece airtight food storage container set 19 99 amazon 24 piece airtight food storage container set sale 56 get today 19 99 spend 25 qualify free shipping use amazon prime account free shipping br br strong way save amazon stro save kitchen gadget appliance amp cookware browse deal favorite brand including cuisinart kitchenaid blackstone container shipping,0.9723,positive,container shipping
2024-12-05T16:47:00Z,mvrdv klabu create modular sport center refugee community using shipping container mvrdv amsterdam based social enterprise klabu unveiled third iteration modular clubhouse design aimed fostering community providing sport access refugee latest clubhouse installed jordan azraq refugee camp mvrdv amsterdam based social enterprise klabu unveiled third iteration modular clubhouse design aimed fostering community providing sport access refugee latest 2465 char container shipping,0.2732,positive,container shipping
2024-12-11T13:52:49Z,amazon evermerry christmas wrapping paper organizer storage container 9 99 clip amazon coupon score evermerry christmas wrapping paper organizer storage container 9 99 clippable coupon may appear log amazon account shipping free 25 amazon prime br br strong w buy link may earn commission container shipping,0.886,positive,container shipping
2024-12-20T22:17:03Z,removed removed removed container shipping,0.0,neutral,container shipping
2024-12-21T19:03:00Z,watch groundbreaking australian vtol make first ever flight bae system announced strix new type vtol vertical takeoff landing aircraft made first flight late october flight reportedly successful paving way production unique aircraft continue readingcategory aircr bae system announced strix new type vtol vertical takeoff landing aircraft made first flight late october flight reportedly successful paving way produ 1969 char container shipping,0.8225,positive,container shipping
2024-11-29T09:00:00Z,2024 best black friday sale furniture decor fashion happy black friday world today kick cyber week four day shopping bonanza offer u best deal year year decided try new sale guide format one bit easier post 2024 best black friday sale fur happy black friday world today kick cyber week four day shopping bonanza offer u best deal year year decided try new sale guide format one 6637 char container shipping,0.9818,positive,container shipping
2024-12-02T16:22:10Z,amazon bentgo classic one stackable lunch box container 11 99 get bentgo classic one stackable lunch box container 11 99 instant discount coupon shipping free 25 amazon prime br br strong way save amazon strong ul li already amazon prime save kitchen gadget appliance amp cookware browse deal favorite brand including cuisinart kitchenaid blackstone container shipping,0.9723,positive,container shipping
2024-12-18T11:00:52Z,removed removed removed container shipping,0.0,neutral,container shipping
2024-12-03T15:00:00Z,thing baker know 1 rule cookie storage make sure cookie baking go waste ever bitten gingerbread cookie crisp sugar cookie find gone soggy cookie season need talk 1 rule cookie storage never store crispy cooky chewy cooky together ever bitten gingerbread cookie crisp sugar cookie find gone soggy cookie season need talk 1 rule cookie storage 2035 char container shipping,-0.128,negative,container shipping
2024-11-28T10:46:14Z,removed removed removed container shipping,0.0,neutral,container shipping
2024-12-20T00:13:35Z,official say mystery drone tracking missing radioactive material viral theory circulated even material recovered last week new jersey official debunked claim drone deployed search missing radioactive material shipping container following social medium speculation linked report myste 4049 char container shipping,-0.5267,negative,container shipping
2024-12-11T22:59:24Z,removed removed removed container shipping,0.0,neutral,container shipping
2024-12-11T22:25:35Z,fast growing burger chain open first kansa city area restaurant next year look restaurant brightly colored home land kc suburb soon atlanta based burger chain small slider soon open first kansa city area location friday 9 company drop one signature orange shipping container onto lo 884 char container shipping,0.2732,positive,container shipping
2024-12-17T10:00:00Z,u defied spanish embargo arm bound israel making enforcement difficult diplomatic row embargo escalates u sent israel million pound ammunition spanish territory post u defied spanish embargo arm bound israel making enforcement difficult appeared first intercep u department defense sent thousand ton ammunition israel ship stopped u naval base spain violation spain embargo ship carrying military cargo bo 8611 char container shipping,-0.8225,negative,container shipping
2024-11-25T09:40:00Z,man injured shipping container fall forklift pasir panjang terminal singapore man taken hospital shipping container fell forklift pasir panjang terminal 3 monday nov 25 morning response cna query psa singapore said incident took place container yard pasir panjang te singapore man taken hospital shipping container fell forklift pasir panjang terminal 3 monday nov 25 morning response cna query psa singapore said 847 char container shipping,-0.4019,negative,container shipping
2024-12-12T10:45:03Z,russian transport company launch sea route kenya russian shipping firm fesco started transporting cargo novorossiysk black sea mombasa read full article rt com fesco transportation group launched container shipping route russian black sea port novorossiysk kenya largest port mombasa wednesday company owned ru 1494 char container shipping,0.128,positive,container shipping
2024-11-26T07:14:30Z,aeropress coffee kit 57 40 two 69 60 free delivery adore coffee black friday 20 storewide 40 100 spend single aeropress shipping standard shipping 3 8 business day 11 00 express post 1 4 business day 16 00 two aeropress kit shipping free shipping 60 3 8 business day express post 1 black friday 20 storewide 40 100 spend single aeropress shipping standard shipping 3 8 business day 11 00express post 1 4 business day 16 00 two aeropress kit shipping f 1194 char container shipping,0.8807,positive,container shipping
2024-12-16T20:02:04Z,pyrex deal walmart 5 free shipping w 35 pictured pyrex hello kitty 4 cup round glass storage container pink airtight lid 9 1 price low buy walmart moreyou find deal playstation 5 xbox nintendo switch game controller accessory pictured playstation 5 digital edition fortnite cobalt star bundle 374 76 wa 210 char container shipping,0.296,positive,container shipping
2024-12-18T16:55:20Z,wayne model 615 gas pump reserve visible gas pump manufactured wayne tank pump company fort wayne indiana reportedly 1927 refinished 2002 dark green red accent serial number plaque texaco sky chief ethyl gasoline company decal il visible gas pump manufactured wayne tank amp pump company fort wayne indiana reportedly 1927 refinished 2002 dark green red accent serial number plaqu 1691 char container shipping,0.1531,positive,container shipping
2024-11-28T17:28:57Z,brie larson may cancer day happy thanksgiving firm believer brie larson overrated pile shit actress hot may fit hot oscar strategic positioning thing bought least manipulated beca happy thanksgiving firm believer brie larson overrated pile shit actress hot may fit hot oscar strategic positio 1367 char container shipping,0.2462,positive,container shipping
